index,AU200,AUD,BCO,CAD,CHF,CN50,CNH,CORN,CZK,DE10YB,DE30,DKK,EU50,EUR,FR40,GBP,HK33,HKD,HUF,IN50,INR,JP225,JPY,MXN,NAS100,NATGAS,NL25,NOK,NZD,PLN,SAR,SEK,SG30,SGD,SOYBN,SPX500,SUGAR,THB,TRY,TWIX,UK100,UK10YB,US2000,US30,USB02Y,USB05Y,USB10Y,USB30Y,USD,WHEAT,WTICO,XAG,XAU,XCU,XPD,XPT,ZAR
2018-02-28,13.59,0.6,39.88,-4.02,-1.32,33.13,-1.94,-3.38,8.14,-1.31,25.11,1.92,18.67,2.02,24.12,-8.32,38.79,-5.88,2.12,24.09,-2.86,25.52,-2.8,-8.26,41.28,33.97,23.9,-0.82,1.86,7.91,-5.04,-5.96,25.72,-2.05,-5.44,23.34,-16.83,6.06,-30.13,26.16,9.17,-8.57,27.64,30.96,-7.68,-11.3,-13.3,-18.91,-5.03,0.69,37.93,-6.44,-0.37,39.33,55.05,-10.14,22.2
2018-03-01,12.51,0.23,37.23,-4.48,-1.94,31.9,-2.03,-2.8,7.88,-1.5,24.2,1.59,17.63,1.7,23.26,-9.4,37.26,-5.88,1.89,23.59,-2.94,24.12,-2.2,-8.22,40.83,33.07,23.1,-1.24,1.48,7.51,-5.05,-6.77,25.33,-2.11,-4.83,22.34,-13.14,6.07,-29.73,25.3,7.51,-9.1,26.01,29.67,-7.69,-11.21,-13.11,-18.4,-5.04,4.02,35.87,-6.53,-0.4,37.64,55.56,-10.11,21.59
2018-03-05,10.81,-0.29,36.07,-4.97,-2.07,30.78,-2.73,-1.99,7.93,-1.03,21.87,1.72,16.33,1.83,22.06,-9.73,37.67,-6.35,2.12,22.08,-3.29,20.27,-2.25,-8.71,38.71,33.73,21.71,-0.97,1.56,7.33,-5.5,-6.72,23.87,-2.41,-4.17,20.44,-11.07,5.56,-30.35,24.35,6.12,-9.13,25.12,27.41,-8.07,-11.4,-13.19,-18.3,-5.49,8.03,35.11,-6.63,-0.96,37.09,50.15,-12.26,20.64
2018-03-06,10.59,-0.46,36.34,-5.58,-1.94,31.23,-2.69,-2.46,8.33,-1.18,21.52,1.86,15.82,1.98,21.28,-9.81,35.38,-6.65,2.2,21.97,-3.57,20.14,-2.04,-8.89,39.09,33.91,21.41,-0.52,1.16,7.51,-5.76,-7.04,24.35,-2.44,-4.05,20.59,-13.03,5.56,-30.66,24.64,6.01,-9.29,26.35,26.76,-8.39,-11.85,-13.81,-19.31,-5.75,4.8,35.03,-6.62,-0.81,37.14,50.19,-12.62,19.81
2018-03-07,11.78,-0.16,37.31,-6.09,-2.78,31.93,-2.97,-2.17,8.41,-1.4,22.95,1.98,16.56,2.12,21.58,-9.74,35.41,-7.24,2.64,20.29,-3.57,21.77,-2.95,-8.98,40.0,34.81,22.87,-0.95,1.33,7.65,-6.33,-7.02,24.16,-2.73,-4.16,21.27,-13.74,5.44,-30.84,25.38,6.54,-9.77,27.68,27.49,-8.98,-12.52,-14.52,-20.01,-6.31,5.7,35.88,-5.71,-0.47,37.34,48.86,-12.83,20.46
2018-03-08,10.82,-0.26,35.67,-6.39,-3.12,31.86,-3.16,-2.41,8.29,-1.32,23.86,1.98,17.06,2.14,21.93,-9.69,34.68,-7.3,2.9,19.97,-3.74,20.97,-2.93,-8.85,40.16,36.01,23.37,-1.37,1.21,7.19,-6.35,-7.35,23.88,-2.6,-5.24,21.18,-18.4,5.32,-31.08,25.7,6.55,-9.45,28.62,27.19,-9.0,-12.53,-14.53,-20.01,-6.34,4.06,34.22,-7.31,-1.18,36.63,47.22,-14.5,19.94
2018-03-12,11.34,-0.3,35.07,-5.83,-3.48,33.0,-3.09,-0.31,7.94,-1.32,24.12,1.66,17.52,1.78,22.48,-9.9,36.4,-6.92,2.62,21.0,-3.56,22.13,-2.63,-8.13,41.34,34.95,23.6,-1.31,1.37,6.94,-5.9,-7.33,24.4,-2.41,-4.85,22.23,-16.96,5.59,-31.22,26.62,7.01,-9.43,29.11,28.03,-8.56,-12.01,-13.91,-19.15,-5.89,4.9,32.95,-6.88,-1.0,35.3,48.37,-14.08,19.75
2018-03-13,13.24,0.51,37.81,-5.14,-3.45,34.2,-2.82,-0.85,7.75,-1.47,24.4,1.63,17.98,1.77,23.07,-9.59,38.52,-6.83,2.65,21.84,-3.29,23.36,-3.15,-7.88,43.17,33.97,24.15,-0.47,1.76,7.19,-5.87,-7.05,25.26,-2.32,-7.14,23.92,-17.32,5.75,-30.87,27.86,7.74,-9.29,30.62,29.89,-8.53,-12.05,-14.05,-19.57,-5.86,3.16,36.04,-6.2,-0.88,37.42,50.42,-12.69,20.64
2018-03-14,11.65,0.29,36.04,-6.69,-3.07,31.43,-3.15,-0.83,7.97,-0.85,22.94,1.95,16.95,2.09,22.21,-9.14,38.39,-7.25,2.94,21.89,-3.51,22.4,-3.3,-8.19,42.09,36.08,23.01,-0.31,1.89,7.04,-6.24,-7.08,26.17,-2.34,-6.38,22.88,-19.94,5.67,-32.83,28.51,6.6,-8.77,30.16,28.23,-8.87,-12.29,-14.15,-19.22,-6.23,2.18,33.63,-6.65,-1.0,36.83,49.37,-13.05,20.25
2018-03-15,11.71,0.45,36.13,-6.67,-3.23,31.49,-2.92,-1.69,7.91,-0.97,23.45,1.69,17.16,1.83,22.49,-9.22,37.72,-7.33,2.84,21.82,-3.67,22.13,-3.14,-8.12,41.83,34.36,23.08,-0.31,1.89,7.08,-6.31,-6.74,26.19,-2.2,-8.09,22.29,-18.81,5.86,-33.06,28.1,6.66,-8.52,29.5,27.23,-8.95,-12.33,-14.1,-18.84,-6.3,2.78,33.64,-7.0,-1.14,37.21,49.27,-13.48,20.52
2018-03-19,11.14,-0.23,36.78,-7.09,-3.58,32.89,-2.94,-1.73,7.9,-0.99,24.31,1.53,17.56,1.65,22.82,-9.06,38.98,-7.0,2.67,21.63,-3.5,22.96,-2.81,-8.41,42.41,32.5,23.36,0.24,1.49,6.61,-5.98,-6.4,25.86,-2.21,-6.87,22.73,-18.79,6.03,-33.16,28.63,7.01,-8.3,29.56,28.16,-8.65,-12.06,-13.82,-18.53,-5.97,1.07,34.36,-7.53,-1.47,36.8,49.48,-13.93,19.81
2018-03-20,10.86,-1.3,38.43,-7.41,-3.68,31.81,-2.88,-2.76,7.72,-1.1,24.29,1.4,17.9,1.52,22.79,-9.0,39.14,-7.02,2.65,20.41,-3.55,21.79,-2.49,-8.37,41.98,32.88,23.71,0.21,0.61,6.36,-5.97,-6.53,25.23,-2.52,-6.11,22.64,-19.33,5.93,-33.79,28.01,7.27,-8.25,29.91,28.24,-8.66,-12.13,-13.91,-18.79,-5.97,-1.18,36.1,-7.85,-1.73,36.37,50.35,-14.39,19.16
2018-03-21,10.3,-1.25,41.0,-6.76,-3.66,33.42,-2.54,-4.29,7.73,-1.27,23.96,1.47,17.43,1.59,22.52,-8.17,39.78,-6.58,2.53,20.34,-3.47,21.7,-2.54,-8.33,40.6,32.85,23.62,0.27,0.65,6.14,-5.52,-6.43,25.76,-2.16,-7.5,21.94,-19.83,6.51,-33.67,28.61,6.82,-7.88,29.47,27.92,-8.29,-11.9,-13.79,-19.05,-5.52,-3.68,38.82,-8.3,-1.43,34.48,49.35,-14.56,19.71
2018-03-22,10.56,-0.81,43.57,-6.1,-3.59,31.45,-2.72,-4.73,7.99,-1.08,23.42,1.61,16.74,1.74,21.94,-7.79,38.64,-7.23,2.72,20.23,-4.07,20.36,-2.72,-7.17,39.48,31.14,23.52,0.28,0.63,6.32,-6.14,-6.58,25.67,-2.29,-7.92,21.09,-19.69,6.01,-33.65,27.93,6.53,-7.83,29.35,27.11,-8.85,-12.43,-14.3,-19.49,-6.15,-4.22,40.91,-6.68,-0.46,35.28,49.41,-13.78,20.2
2018-03-26,8.25,-1.53,42.5,-6.16,-3.3,29.37,-3.05,-4.27,7.87,-0.67,21.14,1.54,14.51,1.66,19.82,-7.89,35.59,-7.04,2.36,18.73,-3.75,18.66,-1.77,-8.04,36.95,30.76,21.35,-0.19,0.59,6.37,-5.92,-7.26,23.56,-2.43,-7.8,18.65,-18.69,5.77,-34.12,26.26,4.76,-7.21,27.23,24.38,-8.6,-12.01,-13.72,-18.54,-5.93,-3.37,39.15,-7.53,-0.5,33.66,49.04,-14.54,20.26
2018-03-27,6.61,-1.74,44.38,-6.08,-3.36,26.4,-2.88,-4.18,7.95,-0.4,19.54,1.69,13.16,1.82,18.73,-7.88,34.13,-7.27,2.3,17.41,-3.85,15.46,-1.52,-7.67,34.5,29.47,20.34,-0.51,0.73,6.43,-6.19,-7.39,21.67,-2.57,-8.12,16.53,-20.23,5.84,-35.57,24.3,4.25,-7.3,25.2,22.39,-8.83,-12.17,-13.9,-18.7,-6.2,-2.69,41.45,-6.7,0.66,31.8,48.0,-14.78,20.98
2018-03-28,6.41,-2.17,42.9,-6.24,-3.51,25.3,-2.37,-5.07,7.96,-0.02,20.32,1.91,13.85,2.02,19.12,-7.91,36.46,-7.47,2.53,19.05,-3.62,17.94,-2.27,-7.14,34.34,32.6,21.1,-0.22,0.94,6.99,-6.38,-7.39,22.54,-2.34,-9.05,16.92,-20.83,5.57,-35.73,26.27,5.19,-7.07,24.87,23.29,-8.99,-12.23,-13.85,-18.46,-6.39,-5.15,39.53,-7.15,0.29,31.97,47.45,-15.51,21.36
2018-04-02,7.13,-1.65,43.8,-5.77,-3.83,24.52,-1.91,-4.44,7.99,-0.21,21.16,1.82,15.34,1.99,20.59,-7.76,34.94,-6.74,2.64,20.35,-3.2,21.43,-2.96,-5.94,34.15,32.89,22.45,-1.34,0.92,7.16,-5.65,-8.11,22.15,-1.77,-8.48,17.54,-22.99,6.1,-35.73,26.19,6.69,-6.55,25.74,24.15,-8.31,-11.57,-13.23,-17.72,-5.65,-5.08,40.22,-7.81,-0.5,33.15,47.73,-15.39,21.19
2018-04-03,6.76,-1.57,44.21,-5.59,-3.94,27.95,-1.84,-0.78,8.12,-0.27,22.43,1.59,16.3,1.81,21.32,-8.28,35.55,-6.88,2.47,20.83,-3.25,22.27,-2.69,-5.41,35.28,33.88,23.04,-1.18,1.08,6.85,-5.77,-8.33,24.2,-1.82,-6.01,18.51,-21.99,6.1,-34.12,27.5,6.92,-6.81,26.18,24.96,-8.43,-11.62,-13.2,-17.42,-5.77,-3.92,40.5,-7.5,-0.59,34.0,45.86,-16.17,20.54
2018-04-05,6.82,-1.44,42.31,-4.93,-4.11,26.1,-1.8,-0.32,8.16,-0.69,21.69,1.45,15.8,1.6,20.89,-7.95,35.01,-6.84,2.42,21.47,-3.01,22.46,-2.81,-5.54,33.82,32.6,22.79,-1.1,1.43,7.01,-5.73,-8.66,23.29,-1.8,-6.47,17.65,-21.24,6.34,-35.22,26.52,6.8,-6.69,25.4,24.55,-8.39,-11.65,-13.3,-17.68,-5.73,-2.52,38.46,-7.14,0.01,35.4,43.95,-16.81,20.73
2018-04-09,7.5,-1.08,42.31,-4.69,-4.39,26.54,-2.05,-2.21,8.15,-0.64,21.86,1.46,16.08,1.61,21.24,-7.87,34.26,-6.91,2.64,21.12,-3.23,22.48,-3.03,-4.94,35.49,33.1,22.7,-0.98,2.06,6.85,-5.79,-8.83,21.84,-1.9,-8.61,18.83,-22.85,6.21,-35.54,27.15,7.7,-6.65,26.52,25.61,-8.48,-11.82,-13.52,-18.06,-5.79,-2.47,38.43,-7.78,-0.03,34.06,43.37,-17.71,20.19
2018-04-10,6.78,-1.38,40.74,-4.54,-3.98,25.42,-2.23,0.15,8.25,-0.24,23.06,1.78,16.89,1.89,22.17,-7.53,34.66,-6.65,2.5,21.32,-2.73,22.29,-2.92,-5.73,33.85,33.05,23.85,-0.8,1.88,7.15,-5.55,-8.46,23.08,-1.91,-6.57,17.55,-21.98,6.25,-36.44,26.32,8.63,-6.54,25.77,24.47,-8.17,-11.42,-13.02,-17.43,-5.54,1.16,36.09,-7.17,0.21,34.72,41.13,-17.52,19.18
2018-04-11,9.25,-0.69,46.13,-3.56,-4.17,28.17,-2.11,0.12,8.66,-0.39,24.83,1.94,18.53,2.05,23.9,-7.39,36.56,-7.11,3.04,22.61,-3.22,23.75,-3.62,-6.01,36.01,31.2,25.85,-0.82,2.65,7.6,-5.99,-7.83,24.44,-1.87,-5.43,19.01,-24.35,6.06,-38.53,27.5,10.36,-6.54,27.16,25.87,-8.7,-12.05,-13.72,-18.07,-5.99,4.99,41.53,-6.44,0.28,37.65,45.67,-16.55,18.67
2018-04-12,8.36,-0.86,47.24,-3.5,-4.33,28.42,-2.15,-0.68,8.55,-0.28,23.99,1.95,17.97,2.05,23.19,-7.47,37.36,-7.21,3.04,22.58,-3.73,22.78,-3.33,-5.95,35.46,31.67,25.48,-0.5,2.48,7.68,-6.08,-8.22,24.64,-1.96,-5.68,18.46,-24.89,6.2,-39.17,27.31,9.96,-6.48,27.34,25.04,-8.79,-12.1,-13.7,-17.84,-6.09,3.7,43.23,-5.93,1.18,36.69,47.18,-16.4,19.38
2018-04-16,8.98,-0.55,47.86,-3.24,-4.5,27.93,-1.9,0.14,8.63,-0.37,25.18,1.92,18.78,2.04,23.87,-6.8,37.99,-6.89,3.03,23.56,-3.58,23.94,-3.51,-5.41,37.02,32.59,26.26,-0.29,3.03,7.79,-5.76,-8.88,24.72,-1.89,-4.05,19.68,-24.67,6.15,-38.25,27.73,11.03,-6.35,28.3,26.61,-8.55,-12.04,-13.75,-18.23,-5.77,3.31,44.15,-6.85,0.18,35.36,47.56,-16.53,18.71
2018-04-17,8.84,-0.6,48.28,-3.6,-4.65,25.75,-1.97,-0.76,8.56,-0.47,25.26,1.81,18.8,1.93,23.88,-6.87,36.87,-7.04,3.12,22.83,-3.62,23.48,-3.68,-4.76,36.36,34.19,26.31,-0.49,2.64,7.93,-5.91,-9.81,25.24,-2.02,-4.88,19.28,-24.34,6.18,-38.06,26.92,10.94,-6.2,27.8,25.92,-8.72,-12.18,-13.86,-18.22,-5.92,1.39,44.27,-5.82,0.82,35.39,49.61,-16.37,18.37
2018-04-18,9.31,-0.69,46.84,-3.21,-5.18,23.84,-2.23,-2.09,8.84,-0.29,26.55,1.99,19.94,2.13,24.9,-6.63,35.6,-7.16,3.37,24.16,-4.55,23.87,-3.48,-4.91,39.01,34.4,27.19,-0.44,2.31,8.24,-6.03,-9.1,25.69,-2.08,-5.65,20.9,-28.24,5.99,-38.17,26.01,10.82,-5.99,29.58,27.29,-8.89,-12.36,-14.04,-18.31,-6.04,0.15,43.24,-5.24,0.81,35.97,52.17,-15.91,19.1
2018-04-19,9.88,-0.47,49.77,-3.82,-5.44,23.42,-2.08,-1.46,8.77,-0.51,26.6,2.01,20.31,2.16,25.36,-7.23,35.59,-7.17,3.44,24.15,-4.69,25.09,-3.7,-5.13,39.3,34.47,27.57,-0.45,2.05,8.24,-6.04,-9.12,27.52,-1.97,-6.1,21.09,-27.67,6.03,-35.96,26.18,11.36,-6.42,29.92,27.42,-8.96,-12.56,-14.33,-18.93,-6.05,2.12,46.4,-2.76,0.97,38.44,54.48,-15.46,19.52
2018-04-23,9.23,-0.95,49.66,-3.95,-5.49,24.2,-1.95,-1.48,8.64,-0.99,26.29,2.0,20.04,2.15,25.53,-7.85,36.23,-6.93,3.46,23.84,-4.47,25.13,-3.61,-6.86,38.51,32.35,26.74,-0.62,1.57,8.17,-5.82,-8.9,27.94,-1.88,-6.37,20.66,-27.04,6.07,-36.57,25.61,11.07,-7.81,29.28,27.2,-8.74,-12.43,-14.34,-19.33,-5.83,2.81,45.7,-2.2,0.92,37.52,54.21,-15.75,19.49
2018-04-24,8.71,-1.17,50.25,-4.14,-5.3,23.44,-1.45,-2.07,8.62,-1.18,26.2,2.08,20.32,2.23,25.91,-7.89,35.85,-6.33,3.35,24.35,-4.66,25.34,-3.33,-6.76,37.53,35.12,26.9,-0.48,1.31,8.11,-5.28,-8.84,27.89,-1.71,-6.58,20.37,-27.38,6.29,-36.87,24.51,11.32,-7.76,29.31,26.93,-8.24,-12.07,-14.11,-19.4,-5.28,0.57,46.18,-2.43,0.78,38.37,54.43,-16.22,18.84
2018-04-25,9.38,-1.12,51.17,-3.75,-4.8,27.99,-0.8,0.03,8.75,-0.76,25.92,2.55,20.54,2.71,26.35,-7.14,37.58,-5.42,3.27,25.46,-4.04,26.33,-3.48,-7.38,36.21,37.83,27.84,-0.51,0.92,7.76,-4.34,-8.63,28.22,-1.21,-6.26,19.97,-30.79,6.89,-36.18,23.55,12.05,-7.33,29.66,26.07,-7.31,-11.24,-13.43,-18.98,-4.35,3.71,46.57,-3.82,1.28,39.33,49.98,-14.74,17.95
2018-04-26,10.16,-0.97,52.06,-3.19,-4.58,27.98,-0.53,2.1,8.77,-0.81,26.03,2.61,20.98,2.78,26.74,-6.81,37.22,-4.76,3.19,26.31,-4.19,28.02,-3.38,-6.86,37.56,38.6,28.06,-0.77,0.88,7.38,-3.68,-8.65,28.92,-1.05,-5.0,21.05,-32.18,7.29,-35.41,24.73,12.61,-7.12,30.25,27.12,-6.66,-10.61,-12.9,-18.74,-3.69,7.21,47.64,-4.17,1.29,39.83,50.94,-16.31,17.7
2018-05-01,10.72,-0.96,53.08,-3.23,-4.99,26.88,-0.46,2.31,8.4,-0.77,26.6,2.29,21.41,2.47,27.31,-6.76,37.36,-4.6,2.94,27.22,-3.93,28.74,-3.11,-6.53,40.33,39.19,28.54,-0.88,0.94,7.02,-3.52,-9.63,29.9,-0.79,-4.8,22.19,-29.48,7.22,-34.88,25.2,13.5,-6.79,30.81,28.12,-6.5,-10.36,-12.48,-17.99,-3.53,5.48,48.04,-4.23,1.06,39.59,52.01,-16.44,18.26
2018-05-02,10.84,-0.91,52.36,-3.24,-5.22,25.51,-0.67,2.87,8.33,-0.73,26.8,2.17,21.45,2.37,27.48,-8.05,37.45,-4.94,2.85,27.56,-3.79,28.44,-3.2,-5.8,38.95,36.94,28.36,-0.79,0.92,7.44,-3.85,-9.89,29.86,-0.83,-3.46,21.83,-27.59,7.21,-34.63,24.85,13.15,-7.58,30.19,27.76,-6.82,-10.64,-12.71,-17.88,-3.85,7.14,47.44,-4.6,1.27,37.18,50.2,-16.01,18.43
2018-05-03,12.92,-0.61,52.97,-2.16,-4.86,26.31,-0.05,6.25,7.76,-0.81,28.31,2.18,22.33,2.37,28.3,-8.08,39.42,-3.47,2.28,28.68,-2.58,29.75,-2.43,-6.79,39.81,38.18,28.25,-1.3,1.16,5.99,-2.36,-11.34,31.27,-0.31,-3.12,21.6,-25.79,7.86,-36.38,25.85,13.21,-7.74,31.34,27.3,-5.35,-9.14,-11.22,-16.49,-2.35,14.47,48.48,-3.94,1.3,38.4,50.74,-16.69,16.9
2018-05-07,13.7,-0.57,53.31,-2.37,-5.18,26.51,-0.06,6.46,8.06,-0.67,27.82,2.0,22.06,2.19,28.23,-8.55,37.52,-3.96,2.34,27.96,-2.88,28.94,-2.34,-7.15,39.9,36.63,27.95,-0.86,1.34,5.88,-2.85,-10.65,30.76,-0.4,-2.69,21.34,-26.27,7.85,-37.74,25.0,13.03,-7.74,30.75,27.22,-5.82,-9.57,-11.56,-16.69,-2.84,16.2,49.16,-4.08,1.37,38.88,50.43,-16.33,17.38
2018-05-08,13.93,-0.34,55.11,-2.2,-5.27,26.49,-0.08,6.15,8.07,-0.75,28.49,1.93,22.3,2.11,28.24,-8.75,37.82,-3.81,2.34,28.2,-2.95,29.65,-2.11,-8.07,41.72,36.19,28.32,-0.79,1.12,6.16,-2.7,-10.37,30.15,-0.45,-3.97,22.67,-27.63,7.65,-37.99,26.03,13.32,-7.9,31.97,28.72,-5.71,-9.45,-11.43,-16.56,-2.69,13.93,51.21,-3.34,1.75,38.68,51.25,-15.28,18.24
2018-05-09,13.5,-0.66,57.2,-2.2,-4.64,30.21,0.57,6.52,7.7,-0.97,29.26,1.95,22.5,2.12,28.15,-7.78,38.89,-2.98,1.92,29.38,-2.72,30.53,-1.31,-8.83,43.23,38.14,28.9,-1.05,1.26,5.46,-1.88,-9.75,29.57,-0.09,-4.83,23.79,-26.18,7.82,-39.54,27.89,14.21,-7.35,34.26,29.83,-4.91,-8.75,-10.8,-15.96,-1.86,13.15,52.44,-2.83,2.51,39.1,52.31,-14.22,18.47
2018-05-10,14.29,-0.32,59.24,-1.2,-4.71,30.55,0.84,6.62,7.8,-0.91,29.78,2.08,22.96,2.27,28.53,-7.55,40.29,-2.74,1.97,30.01,-2.71,30.78,-1.62,-8.55,44.59,38.31,29.53,0.0,1.71,6.01,-1.63,-8.19,29.11,-0.29,-4.92,25.0,-28.16,7.43,-38.24,28.8,16.1,-7.29,35.06,30.91,-4.71,-8.61,-10.74,-16.19,-1.61,12.48,54.45,-2.49,2.62,39.17,53.15,-13.81,18.82
2018-05-14,14.47,-0.06,58.62,-1.25,-5.22,30.66,0.67,5.57,8.07,-1.07,29.97,1.89,22.85,2.07,28.52,-8.46,41.27,-3.46,2.12,29.47,-2.91,30.11,-2.02,-7.47,44.69,40.15,29.41,0.2,0.7,6.15,-2.35,-8.3,29.81,-0.36,-5.26,25.03,-29.2,7.26,-37.74,28.93,15.49,-7.9,34.7,30.9,-5.42,-9.28,-11.29,-16.38,-2.33,10.92,53.9,-1.86,2.56,40.05,54.56,-13.27,20.18
2018-05-15,14.63,0.21,58.14,-1.33,-4.81,30.24,0.73,4.62,8.34,-0.7,30.02,2.25,23.0,2.45,28.95,-8.16,41.95,-3.31,2.12,29.94,-3.25,31.14,-1.86,-8.37,44.94,40.73,29.74,0.35,0.84,6.09,-2.2,-7.55,30.64,-0.14,-6.76,25.63,-29.57,7.54,-39.43,30.08,15.79,-7.8,35.1,31.62,-5.27,-9.16,-11.18,-16.41,-2.18,9.59,52.8,-2.03,2.46,40.19,53.97,-13.51,20.58
2018-05-16,14.56,0.36,60.5,-0.87,-3.83,31.42,1.33,7.14,8.26,-1.22,30.25,2.47,22.98,2.65,29.32,-7.31,42.12,-2.23,1.9,30.6,-3.24,32.43,-1.65,-8.67,45.08,42.47,30.09,-0.06,0.48,5.69,-1.11,-7.46,29.03,0.32,-4.1,26.03,-25.67,7.99,-41.28,30.42,16.66,-7.57,35.83,32.08,-4.26,-8.39,-10.72,-16.65,-1.09,9.95,54.54,-3.33,1.43,39.66,54.15,-15.29,19.27
2018-05-17,15.26,0.81,61.98,-0.31,-3.93,31.28,1.46,6.4,8.07,-1.45,30.08,2.14,22.7,2.29,29.33,-7.57,43.07,-2.34,1.76,30.64,-2.9,32.61,-1.8,-8.15,45.65,41.8,30.06,0.37,0.9,5.86,-1.22,-7.78,29.99,0.52,-5.96,26.38,-25.23,8.19,-40.73,31.21,16.78,-7.69,36.77,32.28,-4.39,-8.58,-10.99,-16.99,-1.2,10.28,55.25,-2.74,1.35,40.17,54.47,-15.97,20.21
2018-05-22,15.74,1.17,62.63,-0.04,-3.55,30.4,1.75,5.91,8.1,-1.35,31.08,2.44,23.33,2.59,30.06,-6.94,42.51,-1.93,1.65,29.99,-2.6,33.32,-1.73,-8.55,45.66,43.57,30.52,0.28,0.98,5.59,-0.81,-7.71,30.29,0.8,-6.12,26.71,-24.87,8.42,-41.36,30.48,17.86,-7.53,37.64,32.59,-3.95,-8.15,-10.6,-16.93,-0.79,11.0,55.8,-2.05,1.76,40.8,54.02,-15.65,19.29
2018-05-23,15.26,1.53,61.92,-0.3,-2.84,32.0,2.02,8.07,8.03,-0.58,31.0,2.59,23.31,2.73,30.11,-6.95,42.47,-1.59,1.5,29.5,-2.55,33.33,-1.37,-9.31,45.57,43.35,30.29,0.68,1.92,5.6,-0.47,-7.58,29.81,1.11,-5.33,26.81,-23.63,8.44,-41.72,30.47,17.78,-7.03,37.97,32.95,-3.57,-7.62,-9.9,-16.0,-0.44,15.72,55.81,-1.62,2.29,40.46,53.41,-15.73,18.34
2018-05-24,15.29,2.31,63.21,0.23,-2.5,30.16,1.92,9.93,7.01,-0.65,29.98,2.06,22.17,2.23,29.13,-7.71,42.17,-1.45,0.93,28.74,-2.99,32.53,-0.62,-7.55,46.93,46.74,29.78,1.1,2.08,5.08,-0.34,-7.53,29.02,1.2,-0.94,27.61,-17.62,8.84,-43.42,31.51,17.23,-7.37,38.33,33.66,-3.35,-7.24,-9.36,-15.1,-0.31,18.71,56.46,-1.43,2.46,40.91,54.72,-13.72,21.02
2018-05-28,15.21,2.38,61.87,-0.26,-2.23,29.26,1.81,8.78,7.0,-0.31,29.07,2.1,21.73,2.27,28.95,-7.62,41.76,-1.58,0.72,29.2,-2.94,30.95,-0.02,-7.41,46.78,46.76,29.39,0.87,2.09,4.94,-0.5,-7.68,29.79,1.34,-1.28,27.35,-17.67,9.01,-46.4,31.41,16.65,-6.94,38.2,33.3,-3.47,-7.34,-9.44,-14.96,-0.46,18.4,54.68,-0.27,3.18,41.74,54.05,-13.16,21.14
2018-05-29,14.99,2.29,58.89,-0.69,-1.78,29.4,1.86,9.64,6.91,-0.01,29.09,1.78,20.78,1.94,28.08,-7.96,42.04,-1.28,0.33,30.16,-1.92,31.49,0.13,-7.01,47.23,47.07,28.94,0.21,2.26,4.53,-0.22,-7.53,29.36,1.41,-0.54,27.4,-16.65,9.49,-46.08,31.99,15.9,-6.62,38.23,33.36,-3.13,-6.8,-8.75,-13.93,-0.18,21.31,50.48,-0.96,3.19,41.26,54.89,-13.95,20.74
2018-05-30,14.51,2.47,58.48,-0.32,-1.17,29.49,2.06,8.95,5.96,1.06,26.64,1.68,17.89,1.75,25.68,-7.52,41.61,-0.53,-0.29,30.48,-1.27,30.83,1.46,-7.71,47.72,45.82,26.97,-0.39,2.77,3.87,0.53,-8.89,28.94,1.89,-0.58,27.14,-15.77,9.73,-41.78,31.6,15.06,-5.19,38.98,32.67,-2.11,-5.39,-7.08,-11.59,0.57,21.02,50.3,-0.9,3.75,41.45,55.3,-12.65,19.99
2018-05-31,15.71,2.52,60.43,-0.09,-1.84,28.13,1.52,6.4,6.42,0.27,28.14,1.83,19.08,1.92,26.59,-8.22,40.74,-1.46,0.25,30.61,-1.59,30.89,0.43,-8.06,47.33,44.81,28.22,-0.06,3.08,4.74,-0.38,-8.13,28.11,1.46,-2.57,27.33,-15.86,9.07,-40.88,30.54,15.58,-6.36,39.47,32.84,-3.21,-6.67,-8.47,-13.22,-0.34,17.61,51.4,-1.15,3.0,41.02,55.27,-13.15,20.45
2018-06-04,15.02,2.29,60.5,-0.81,-1.6,29.84,1.29,6.49,6.66,0.38,26.99,1.97,18.63,2.07,26.42,-8.21,41.38,-1.49,0.38,31.04,-1.58,30.1,0.42,-9.07,47.2,46.64,27.73,-0.11,3.13,4.6,-0.47,-8.27,27.27,1.49,-2.88,26.64,-13.95,8.85,-42.3,30.1,15.27,-6.23,38.71,31.85,-3.33,-6.83,-8.59,-13.3,-0.43,17.75,49.65,-1.72,2.75,40.66,55.38,-13.49,18.95
2018-06-05,15.72,2.6,59.27,-0.49,-1.52,30.19,1.51,6.11,6.76,0.11,27.81,1.98,19.73,2.07,27.55,-7.53,42.31,-1.22,0.25,31.04,-0.56,31.6,0.07,-8.93,49.0,47.96,28.76,0.09,3.26,4.94,-0.18,-8.08,27.53,1.69,-2.12,27.97,-15.82,9.2,-44.69,31.55,16.16,-5.95,39.79,32.99,-3.15,-6.79,-8.64,-13.44,-0.14,17.71,47.94,-1.53,2.68,41.9,57.12,-13.59,19.34
